-0.010742,-0.042371,0.06061,-1.7012,1.6692,0.68007,0.75325,-0.46991,-0.35177,1.7232,3
-0.44802,-1.3297,1.2184,-1.9767,-2.2792,2.0236,0.49474,0.47086,0.070492,0.9916,5
0.70769,-0.35834,-2.0276,-0.97183,0.95021,2.6892,0.46003,0.054747,0.25467,1.0696,2
0.19575,-0.20527,-0.18387,-2.386,0.33294,1.3192,0.99833,-0.37007,0.29512,0.92316,3
0.081213,-0.36497,-0.88908,-2.7824,-0.14012,1.1788,0.25149,0.19811,0.025529,0.91299,5
0.77533,-1.5137,-0.72929,-3.2481,-1.7826,1.5871,0.69892,0.44949,-0.0040312,1.6414,5
0.29659,-0.70947,1.9101,-1.2608,0.068908,1.8593,0.68862,0.3735,0.78539,1.7703,3
-1.8753,-1.908,0.25833,-1.851,1.3409,1.9058,1.0723,-0.38767,0.14064,1.5567,7
-0.44813,-1.5436,-0.75549,-2.8254,-0.14388,1.5919,0.49802,0.16551,0.12494,0.91408,5
0.17936,-2.3471,3.5889,-1.2721,-0.19039,3.1714,0.3179,0.076233,-0.096253,1.0434,6
-0.93111,-3.1069,-0.92613,-1.9164,-0.25535,1.4955,0.84147,-0.54374,-0.13256,0.951,1
0.87774,-1.4853,-0.48027,-2.5305,0.26601,1.6224,0.78965,-0.1099,-0.06037,1.8901,5
0.76584,0.54361,0.99037,-2.5464,0.48218,0.45878,1.0179,0.21554,-0.23589,0.96293,3
0.32346,-0.84514,1.82,-2.0304,0.64113,2.062,0.73802,0.37509,0.24549,0.98446,6
-1.7585,-1.6499,0.33114,-1.9481,1.6897,1.6479,1.014,-0.30751,0.24447,1.6415,7
0.28803,-3.7029,-0.37018,-1.5836,-0.5351,1.3557,0.85174,0.4237,-0.23966,0.95194,1
-2.9499,0.68811,-0.16723,-0.36399,-1.0239,2.2655,0.5559,0.13369,-0.13736,1.4546,4
-0.42375,-1.2349,0.56211,-2.6892,-1.4016,1.8774,0.43816,0.0088056,0.32712,0.91671,5
-2.8754,-1.4268,-0.080025,-1.3725,2.9187,1.5306,0.72002,-0.21065,0.061146,1.411,7
-2.1677,-1.4564,-0.084053,-1.5017,1.9186,1.6579,0.30463,0.079506,0.36025,0.89988,7
0.11203,0.068656,-0.096456,-1.8294,1.163,0.47563,0.49136,-0.34594,-0.13433,1.0826,3
-0.65575,-1.5658,-0.72557,-3.447,-0.35222,1.963,0.84035,0.042073,-0.13153,1.3637,5
-0.652,-1.4329,-0.81306,-3.329,-0.070639,1.8653,0.44447,-0.19654,0.25412,1.0363,5
-2.6089,-1.6943,0.2154,-1.7971,2.4872,1.5767,0.85694,0.16802,0.050034,1.6017,7
-0.6509,-1.582,-0.7676,-3.4038,-0.41678,1.954,1.1972,0.15531,-0.11946,1.3141,5
0.14073,-1.2745,2.91,-1.6537,0.43879,2.7308,0.5505,0.074812,0.071252,1.6865,6
0.13879,-1.2507,2.9639,-1.685,0.4911,2.7409,0.72171,0.53804,0.42143,1.2784,6
0.38139,-0.38403,-1.8574,-1.1667,1.0794,2.9437,0.82116,-0.001742,0.11781,0.87235,2
-2.6623,-0.14814,0.10256,-1.1257,-1.1585,1.7411,0.55391,-0.070847,-0.022536,1.0869,4
-0.64283,-1.65,-0.79179,-3.4086,-0.30308,1.8761,0.96453,-0.43365,-0.16241,1.7636,5
0.38139,-0.37853,-1.8622,-1.169,1.0796,2.936,0.69226,0.014229,0.13308,1.8738,2
-2.6632,-0.16353,0.099252,-1.1436,-1.162,1.6888,0.67869,0.00039372,0.074307,1.4585,4
0.35963,-3.2266,-0.36862,-0.95103,-0.26971,1.1313,0.91239,-0.035466,0.12647,0.90332,1
-2.6628,-0.1562,0.099826,-1.1261,-1.1723,1.7147,0.60469,-0.60279,-0.12435,1.9165,4
0.3814,-0.3803,-1.8591,-1.1699,1.1155,2.9352,0.32398,0.23034,0.28422,1.5165,2
-2.6634,-0.16184,0.11549,-1.1444,-1.1529,1.7122,0.68534,-0.38086,-0.12706,2.1343,4
-2.6609,-0.16527,0.19169,-1.0277,-1.1605,1.6705,0.68137,0.16672,-0.22933,1.6382,4
0.35742,-3.1853,-0.37109,-0.96305,-0.20809,1.1599,0.9362,0.10011,0.055938,1.2258,1
0.87729,0.61515,0.47613,-1.813,0.91308,0.44581,0.69248,-0.046789,0.055573,1.3616,3
0.14465,-1.2804,3.081,-1.5641,0.45228,2.8695,0.87384,-0.19075,0.015528,1.6923,6
-0.6545,-1.5506,-0.69621,-3.4675,-0.38231,1.938,1.1063,-0.43066,0.18291,0.80693,5
-2.6029,-1.7736,0.20526,-1.694,2.6029,1.515,0.70418,-0.36187,0.33431,1.0747,7
0.13998,-1.2708,2.9171,-1.6612,0.43053,2.7225,0.78564,0.067781,0.064273,1.0121,6
-2.608,-1.9322,0.25217,-1.7464,2.8532,1.4817,0.65687,0.40529,0.13952,1.0759,7
0.13942,-1.2645,2.9179,-1.6593,0.4302,2.7116,0.7604,0.13964,0.0033531,1.0328,6
0.87718,0.61824,0.4783,-1.7863,0.95133,0.4306,0.85555,0.59976,0.41315,1.1437,3
-2.6639,-0.13593,0.11548,-1.1285,-1.1933,1.7371,0.90089,-0.4406,0.033774,1.5184,4
-2.6019,-1.7111,0.15478,-1.7728,2.6759,1.5915,0.56028,0.020937,-0.30812,1.0238,7
0.14094,-1.2818,2.9329,-1.6692,0.41165,2.761,0.75307,-0.026854,0.12374,0.58925,6
0.35926,-3.2366,-0.36926,-0.97874,-0.31954,1.1108,0.50192,-0.38031,0.24983,1.8583,1
-0.65395,-1.5971,-0.75495,-3.4305,-0.39513,1.9444,0.89161,-0.066324,0.071235,1.2753,5
-2.6083,-1.7542,0.1683,-1.8504,2.9149,1.5533,1.2182,-0.1761,0.1054,1.6456,7
-2.6617,-0.17798,0.10154,-1.1305,-1.1921,1.6986,0.86127,0.12597,0.13193,1.3929,4
-2.6638,-0.12805,0.13074,-1.1698,-1.1649,1.6717,0.75637,-0.95943,-0.00091381,2.1005,4
-0.65569,-1.5567,-0.73818,-3.3413,-0.43213,1.9146,0.91305,0.11714,-0.46282,1.2632,5
-2.6621,-0.16292,0.084212,-1.1225,-1.1759,1.742,0.24704,0.10062,0.14078,1.2904,4
0.13829,-1.2626,2.9048,-1.6712,0.44179,2.6979,0.85679,0.50984,0.33007,1.4319,6
-2.6064,-1.755,0.18149,-1.737,2.6979,1.5251,0.44254,0.2428,-0.19887,1.2041,7
0.12958,-1.2719,2.8911,-1.6456,0.33627,2.58,0.83431,-0.077249,-0.077927,1.4734,6
0.38086,-0.3786,-1.8671,-1.1573,1.0552,2.9686,0.58432,0.043264,-0.040947,1.3671,2
0.35797,-3.2037,-0.37438,-0.97358,-0.2355,1.1504,0.93721,-0.17008,0.17188,1.574,1
-0.65034,-1.5879,-0.74176,-3.4519,-0.36492,1.9409,0.49481,0.075411,-0.18956,1.5274,5
-0.65369,-1.6931,-0.65434,-3.5105,-0.62285,2.0177,0.93399,-0.086572,0.14858,1.2531,5
0.88009,0.62419,0.46367,-1.8224,0.92389,0.36137,0.8083,-0.22679,0.029902,1.0786,3
-2.6021,-1.7806,0.18577,-1.6659,2.5623,1.4914,0.82313,0.031784,-0.12314,1.1396,7
0.13994,-1.2663,2.9103,-1.6552,0.44981,2.7577,0.68091,-0.44667,-0.028307,1.3793,6
-2.5984,-1.8895,0.11713,-1.6833,2.8974,1.458,0.62269,-0.33126,0.4104,1.0869,7
0.38126,-0.3783,-1.8597,-1.1658,1.0654,2.9383,0.77504,-0.28822,-0.022893,1.2834,2
