0.71329,0.21112,-0.16127,0.48655,1.3885,-2.0748,-0.765,0.46505,-0.92744,0.63773,2
-0.3759,-1.9773,0.77164,1.6074,2.0568,-1.3492,-0.52387,0.29957,-0.54879,0.38795,1
-0.46812,1.537,1.1288,2.1196,3.8025,-0.88765,-0.58334,0.31325,-0.85284,0.62838,5
0.55004,-1.6995,-0.23758,2.1444,0.32238,-1.466,-0.6927,0.43341,-1.2212,1.0528,1
-1.8434,0.48555,0.73026,1.6384,2.9445,-1.2131,-0.23997,0.10863,-0.51631,0.48353,4
0.5357,1.1273,1.3108,0.63849,0.67297,-0.31721,-0.30432,-0.11411,-0.43376,0.49297,3
0.60936,-2.3814,1.5103,1.6127,0.74455,-0.57886,-0.56055,0.21297,-0.59708,0.49209,1
-0.17089,0.88325,1.5206,0.73834,0.63609,0.45483,-0.78838,0.33138,-0.90712,0.71689,3
-2.3135,-0.20209,0.48833,0.13625,1.6242,-0.66894,-0.40529,0.146,-0.68155,0.50987,4
0.44766,-0.96838,-0.26136,1.6937,0.9152,-0.87051,-0.094438,-0.090281,-0.10018,-0.32784,1
-0.854,-1.7084,-0.22344,1.7402,1.4588,-1.5732,-0.59768,0.093435,-0.49604,0.09571,1
0.70891,1.0143,-0.60627,0.95711,1.8534,-2.0714,-0.55007,0.33724,-0.5116,0.14798,2
0.50636,-1.4959,0.48557,2.2956,1.1543,-1.6495,-0.44548,0.21813,-0.9054,0.78161,1
-2.0536,0.4807,-0.13603,2.1975,0.21142,-2.1948,-0.93332,0.56622,-1.2566,0.92986,7
-1.3944,-0.054462,0.4648,0.77355,1.9542,-0.4927,-0.36961,0.26097,-0.77685,0.38134,4
-2.0791,1.0163,0.68582,2.1403,0.76657,-1.7434,-0.37044,-0.25411,-0.51472,0.428,7
-2.2494,0.30242,-0.32993,2.0752,0.5137,-2.0011,-0.67353,0.3567,-1.0137,0.91073,7
0.90257,0.48118,-0.35632,0.45027,2.3576,-2.2906,-0.32894,0.13017,-0.41313,0.10949,2
0.30057,1.5043,1.457,0.61189,0.63304,-0.032358,-0.64393,0.35245,-1.024,0.76936,3
-2.8357,0.21214,-0.41335,0.40852,2.6887,-0.75067,-0.66769,0.37935,-0.81381,0.67131,4
0.49391,-2.1945,0.67643,1.7082,0.17957,-0.75486,-0.55712,0.16616,-0.63119,0.49382,1
-0.4632,0.89941,0.87975,2.0319,3.4782,-0.49977,-0.78478,0.51806,-1.2439,1.0685,5
-0.43497,0.96838,0.73809,1.9715,3.2814,-0.62139,-0.36082,0.036568,-0.41837,0.26266,5
-2.2477,0.69025,-0.18709,2.427,0.91579,-2.0949,-0.63269,0.23159,-0.7403,0.31712,7
-0.45887,0.90901,0.88822,2.0139,3.5258,-0.35067,-0.99276,0.45828,-1.1651,0.64048,5
-0.73646,0.23472,3.5393,1.031,1.7646,-2.304,-0.53351,0.20261,-0.67906,0.39677,6
-0.73461,0.23967,3.5521,1.0358,1.7586,-2.358,-0.27476,0.089583,-0.48353,0.15231,6
1.0687,0.42371,-0.93455,0.64168,2.1299,-2.6198,-0.60093,0.2086,-0.77668,0.51799,2
-2.8028,-0.031651,0.13339,-0.022548,2.1414,-0.80077,-0.32972,0.014776,-0.40722,0.086775,4
-0.46359,0.90716,0.9095,2.0535,3.5076,-0.47375,-0.73225,0.40251,-1.027,0.68963,5
1.069,0.42362,-0.9287,0.63889,2.1224,-2.6173,-0.44109,0.15331,-0.44328,0.064077,2
-2.8038,-0.039925,0.12966,-0.0017323,2.1314,-0.7532,-0.64494,0.29515,-0.8334,0.9401,4
-0.035831,-2.0491,0.64181,1.818,1.4336,-0.70083,-0.6618,0.25597,-0.87502,0.55151,1
-2.8036,-0.032412,0.12727,-0.021729,2.1489,-0.80303,-0.25575,-0.14276,-0.37502,0.25919,4
1.0684,0.42414,-0.9362,0.64063,2.1096,-2.6222,-0.26582,0.19043,-0.31129,0.077345,2
-2.8052,-0.032861,0.1348,-0.007739,2.1649,-0.79441,-0.37965,0.11878,-0.56546,0.39679,4
-2.8084,-0.023513,0.1086,-0.047412,2.0043,-0.7086,-0.048561,-0.34275,-0.19116,0.083296,4
-0.033445,-2.0448,0.60427,1.8105,1.4137,-0.75422,-0.76474,0.60537,-1.0119,0.54964,1
0.3472,1.1685,1.0055,0.94547,0.25682,0.036252,-0.81094,0.57945,-1.0143,0.61245,3
-0.73798,0.24924,3.5656,1.0225,1.6905,-2.4393,-0.35067,-0.041873,-0.3884,0.22395,6
-0.46078,0.91293,0.87062,2.0801,3.5097,-0.42608,-0.32466,-0.013746,-0.5851,0.5607,5
-2.2531,0.73046,-0.21503,2.4612,0.84264,-2.1477,-0.18996,-0.014309,-0.38179,0.4982,7
-0.73551,0.23609,3.5492,1.0378,1.7763,-2.3061,-0.56516,0.16785,-0.63364,0.44805,6
-2.2282,0.72805,-0.1767,2.6497,0.86464,-2.273,-0.51511,0.24483,-0.85001,0.65817,7
-0.73545,0.23245,3.5358,1.034,1.7666,-2.3075,-0.63419,0.30546,-0.71866,0.44985,6
0.35008,1.1735,1.0142,0.92082,0.19268,0.029056,-0.53136,0.16249,-0.72121,0.54749,3
-2.803,-0.037353,0.12041,-0.0301,2.1599,-0.81138,-0.42895,0.019932,-0.60031,0.39947,4
