0.17325,-2.5805,1.3061,0.32581,3.1241,3.1603,-1.2441,-1.2481,-1.9671,2.3573,1.6169,2.4778,23.955,3.5658,2.9872,-1.6938,2.2346,-0.83807,-3.8474,2.6108,1.099,-1.4614,4
0.0092699,-1.9068,1.0468,0.27855,2.5669,2.5019,-1.1031,-1.1063,-0.3966,2.1003,0.2367,2.0785,18.708,-0.39876,4.7376,-1.6662,3.9693,0.87249,-0.51955,0.8361,3.3147,-0.77246,1
0.032076,-1.6572,1.2777,0.37217,3.1216,3.1481,-1.7353,-1.7291,-1.2317,2.2525,1.6786,2.2417,18.585,8.4291,4.5015,-1.3764,3.6298,-3.1011,-4.3358,-0.85284,2.6806,-0.52544,7
0.18537,-2.3409,1.7958,0.39955,3.4531,3.4797,-1.8838,-1.8634,-1.3298,2.3344,0.8587,2.3026,24.725,1.0563,7.975,0.38148,2.9331,-0.24947,-2.951,-0.83441,1.9119,-1.7826,6
0.0097685,-1.8383,0.92075,0.32501,2.9925,2.9378,-1.4697,-1.4612,-0.3713,2.0857,0.163,2.0505,19.3,-0.40166,4.7345,-2.6017,4.5122,0.99115,-1.2872,-0.16094,3.6772,0.24016,1
0.026818,-1.639,1.221,0.3632,2.9534,2.9712,-1.6266,-1.6297,-1.2628,2.2081,1.6172,2.2444,19.154,8.7438,4.5228,-1.9902,3.0734,-2.7554,-4.1632,-0.52419,2.7198,-0.44378,7
0.011005,-1.6385,1.0725,0.38165,3.0741,3.0587,-1.7594,-1.7559,-1.3885,2.5012,1.0793,2.4438,22.128,8.1817,3.4689,-2.5112,1.2807,-0.39847,-2.0825,-0.55649,1.7782,-0.41497,7
0.0098033,-1.6086,1.3997,0.35457,3.2513,3.2422,-1.6103,-1.6131,-0.7125,2.2641,0.5013,2.2115,24.205,0.28253,6.8321,0.41968,4.8477,0.19258,-2.636,-1.835,3.0521,-1.4052,1
0.041017,-1.7819,1.4306,0.3351,3.1081,3.1034,-1.5375,-1.5319,-0.8541,2.3034,0.4459,2.2357,23.786,0.43581,6.4539,0.90886,4.6634,0.24021,-2.4714,-1.9369,3.2244,-1.1227,2
0.0059704,-2.1058,0.96554,0.24766,2.3144,2.2972,-0.89781,-0.89438,-1.3947,2.2102,0.7554,2.159,27.469,8.2275,5.1421,-1.9318,1.985,0.93367,-0.13733,2.0354,2.1935,-1.6304,4
0.0088362,-1.7091,1.1504,0.42357,3.9272,3.9656,-2.0072,-1.9722,-1.0199,1.3076,1.2293,1.2085,25.106,2.0775,4.7601,-1.8203,6.9247,1.6888,-0.82938,0.31238,1.6037,0.035798,6
0.047233,-2.0543,1.4073,0.25145,2.3456,2.3294,-0.91625,-0.92156,-1.2577,2.0553,0.6178,2.2495,21.663,7.6737,6.2112,-0.3141,2.9292,1.9543,-1.1121,-0.3433,2.2651,-2.8107,2
0.0084048,-1.5971,1.206,0.35051,3.1888,3.2244,-1.5444,-1.5531,-0.4908,2.2337,1.0498,2.2622,18.854,2.3594,3.8379,-3.1378,0.0057527,-0.76562,-0.44802,-2.4376,1.3076,-0.89254,3
0.039577,-1.7777,0.70571,0.40795,3.9019,3.935,-1.9625,-1.9409,-1.0952,2.2521,0.994,2.2881,25.085,1.6544,2.8735,-4.1043,3.7739,-1.2387,-4.7797,1.4841,1.8014,-3.7298,7
0.0054102,-1.5604,0.97954,0.25843,2.165,2.1847,-1.0391,-1.0028,-0.8388,2.1794,0.4399,2.1568,24.419,3.4751,2.4976,-1.064,3.6778,0.42947,-3.182,0.25397,2.9465,0.12781,1
0.0186,-1.9591,0.89479,0.35627,3.3809,3.4347,-1.4809,-1.4531,-0.76226,2.4013,2.1306,2.3228,20.847,2.4584,2.2279,-3.7273,1.8067,-2.3329,-2.505,1.0989,0.56195,-0.57689,4
0.01433,-1.4161,1.2534,0.28006,2.5463,2.4466,-1.1628,-1.1356,-0.8332,2.0705,0.8238,1.834,23.403,4.8004,1.2854,0.37079,5.7425,-0.8225,0.91958,-0.92332,1.7783,-1.7665,2
