0.021687,-1.0797,1.2154,0.26548,2.1097,2.1103,-1.0503,-1.0334,-0.6552,2.1389,1.0167,2.0789,-1.2156,0.022968,1.6414,-0.44896,0.78698,-2.4165,1.437,0.83141,-0.31326,1.0415,1
0.023471,-1.6718,1.2371,0.34892,3.2034,3.2366,-1.5019,-1.5078,-0.6665,2.2501,1.0835,2.2428,0.031651,1.4666,-1.185,0.050063,1.3781,-0.34101,0.93106,0.056934,-0.8976,0.47124,3
0.018372,-1.3498,1.2832,0.28329,2.4828,2.4506,-1.1803,-1.1863,-1.4791,2.0908,1.0772,2.0903,-1.4973,0.76389,-1.7308,0.84084,3.887,-2.0791,0.99759,0.25963,-0.60134,0.7099,5
0.26304,-2.321,1.8215,0.35475,3.1106,3.1069,-1.6903,-1.6766,-2.1648,2.4579,0.85782,2.5185,-2.3728,2.2423,-2.5338,0.52823,0.19602,-2.5837,1.4495,0.67962,-0.45776,0.99896,6
0.02851,-1.848,1.2683,0.34204,3.2316,3.2869,-1.6684,-1.7178,-1.2366,2.3565,0.93,2.3788,-2.4802,1.574,2.0128,0.19567,1.3136,-2.1551,0.92111,0.30776,-0.83682,0.51595,1
0.0037744,-1.5472,1.2139,0.29861,2.6522,2.5875,-1.2641,-1.2541,-0.8271,2.0496,1.0441,1.9157,0.47654,0.72592,-0.55895,0.55297,1.513,-1.4436,0.48996,0.31933,-0.099791,0.81531,2
0.13759,-2.3887,1.4638,0.26083,2.2738,2.2106,-0.99594,-0.98938,-1.6225,1.9682,1.1066,1.9236,0.6672,1.2771,-1.253,0.11907,1.9503,-0.093557,1.159,0.7785,-0.52066,0.7297,3
0.038242,-1.5865,1.3929,0.2676,2.3272,2.3409,-1.0588,-1.0656,-1.5306,2.0629,1.3387,2.0814,-1.1437,1.1725,-0.51569,-0.10339,2.2421,-2.2802,1.0374,-0.033846,-0.98385,0.51882,5
0.031302,-1.4603,1.1024,0.26309,2.3131,2.3413,-0.975,-0.97344,-1.2867,2.2376,1.0829,2.2438,-1.6264,0.42289,-1.5213,0.56153,3.2506,-1.9225,1.1117,1.221,-0.23949,0.079398,5
0.031686,-1.7751,1.2756,0.35713,3.5147,3.4838,-1.5666,-1.5741,-2.2561,2.4828,2.084,2.5075,0.6464,0.76976,-1.0219,-0.56825,0.9959,0.024283,1.0509,0.67619,-0.32684,0.65373,3
0.0061775,-1.5231,1.0167,0.29591,2.4944,2.5722,-1.2241,-1.2391,-0.4958,1.9643,-0.0177,2.021,-1.3224,0.8126,1.2106,1.0645,1.5135,-3.1955,1.4419,0.72907,-0.14922,0.48963,1
0.0094854,-1.6006,1.2194,0.34563,3.0403,3.1,-1.5447,-1.5425,-0.3734,2.2439,1.3225,2.2783,-0.48706,0.61077,-1.4931,0.33425,2.756,-1.4195,1.0576,0.13683,-0.78927,0.6003,5
0.1425,-2.1639,1.8493,0.42093,3.7419,3.6981,-2.0053,-2.0506,-2.0201,2.6504,1.495,2.6773,-0.3357,0.75061,-1.6268,0.27944,1.8603,-0.86865,1.2031,0.72707,-0.11708,1.0285,3
0.014148,-1.317,1.2765,0.35348,2.9341,2.9625,-1.63,-1.5953,-1.4492,2.4211,1.1722,2.3622,-1.5802,-0.63879,-2.1581,-1.4396,0.55742,-2.9754,0.92221,0.84468,-0.44032,0.93648,7
0.013764,-1.3679,1.369,0.34091,2.9347,2.885,-1.5203,-1.5163,-1.4505,2.3586,1.7039,2.235,-1.3589,-0.48083,-1.3348,-0.39364,0.38549,-2.3335,1.3687,0.69505,-0.5929,0.47687,7
0.035577,-1.8743,1.112,0.37574,3.3584,3.3491,-1.6719,-1.665,-0.8627,1.2011,0.9657,1.152,-2.597,1.8659,-4.3677,-0.0023212,1.7234,-2.2261,1.0656,0.2253,-0.77506,0.42834,6
0.18537,-2.3409,1.7958,0.39955,3.4531,3.4797,-1.8838,-1.8634,-1.3298,2.3344,0.8587,2.3026,-2.2439,2.334,-2.3935,0.51048,1.2362,-1.7869,1.0328,0.85214,-0.036503,0.67089,6
0.03198,-1.7462,1.5013,0.35365,3.1412,3.1538,-1.5528,-1.5559,-1.4805,2.2447,1.0833,2.2991,-1.4055,0.68077,-2.9316,0.57814,3.6429,-2.7237,1.0651,0.60069,-0.47202,0.87962,5
0.14825,-2.9609,1.2516,0.22735,2.1522,2.1691,-0.66781,-0.67531,-0.7813,2.1014,0.551,2.2237,-1.7714,-0.37921,-1.0526,1.8088,1.3237,-0.5645,1.0459,0.46883,-0.17551,0.48779,4
0.024893,-1.6047,1.1852,0.34789,2.8859,2.9159,-1.4412,-1.4425,-0.705,2.1345,0.6761,2.1311,-1.4733,-0.46165,-2.1833,-1.4182,0.37347,-2.1834,0.96068,0.41963,-0.84867,0.29445,7
